"Owning Library","Item Barcode","Use Count","Shelving Location Name","Title","Author","Pubdate","Callnumber Label","Dewy Hundreds","Dewy Tens","Status","Deleted","Price","Create Date","Edit Date"
"OCRL-DUBLN","31040002246642","0","REF","Daniel's Georgia criminal trial practice",,"2003","REF GA 345.758 DANI 2018-2019","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246659","0","REF","Georgia landlord and tenant : lease forms and clauses",,"2015","REF GA 346.047 DAWK 2018-2019","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246667","0","REF","Georgia school laws.","Georgia","19uu","REF GA 346 GEOR 2018","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246675","0","REF","Kurtz criminal offenses and defenses in Georgia.",,"1991","REF GA 345.758 CLEA 2018","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246683","0","REF","Georgia divorce, alimony, and child custody.",,"1975","REF GA 346.016 GEOR 2018-2019","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246691","0","REF","Davis and Shulman's Georgia practice and procedure",,"1975","REF GA 347.758 DAVI 2018-2019","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246709","0","REF","Georgia juvenile practice and procedure : with forms",,"2008","REF GA 345.758 MURP 2018","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246717","0","REF","Redfearn wills and administration in Georgia.",,"2016","REF GA 346.75804 RADF 2018-2019 V.1","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246725","0","REF","Redfearn wills and administration in Georgia.",,"2016","REF GA 346.75804 RADF 2018-2019 V.2","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246733","0","REF","Georgia elder care, long-term care and nursing home litigation, with forms","Reeves, Michael S.","2009","REF GA 344.0321 REEV 2018","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246741","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 GA 2018 Index A to L","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246758","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 2018 Index M to Z","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246766","0","REF","West's code of Georgia annotated.","Georgia","2003","REF GA 348.758 2018 Interim Update Service","300","340","0","0","25.00","2019-02-21","2019-03-01"
"OCRL-DUBLN","31040002246774","0","REF","The Princeton Review : the best 382 colleges",,"2017","REF 378.73 FRAN 2018","300","370","0","0","25.00","2019-02-21","2019-02-28"
"OCRL-DUBLN","31040002246782","0","REF","2018 standard catalog of firearms : the collector's price and reference guide",,"2017","REF 683.4007 LEE","600","680","0","0","25.00","2019-02-21","2019-02-28"
"OCRL-DUBLN","31040002246790","0","REF","Business plans handbook. a compilation of business plans developed by individuals throughout North America Volume 40",,"2018","REF 658.4012 BUSI V.40","600","650","0","0","25.00","2019-02-21","2019-02-28"
"OCRL-DUBLN","31040002246808","0","REF","Business plans handbook. a compilation of business plans developed by individuals throughout North America Volume 39",,"2017","REF 658.4012 BUSI V.39","600","650","0","0","25.00","2019-02-21","2019-02-28"
"OCRL-DUBLN","31040002246816","0","REF","Business plans handbook. a compilation of business plans developed by individuals throughout North America Volume 41",,"2018","REF 658.4012 BUSI V.41","600","650","0","0","25.00","2019-02-21","2019-02-28"
"OCRL-DUBLN","31040002246824","0","NEW-BKS","The travel book : a journey through every country in the world",,"2016","910.2 TRAV","900","910","0","0","25.00","2019-02-22","2019-03-14"
"OCRL-DUBLN","31040002246832","0","REF","Scholarships, fellowships and loans : a guide to education-related financial aid programs for students and professionals",,"2018","REF 378.3025 SCHO 2018 V.1","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246840","0","REF","Scholarships, fellowships and loans : a guide to education-related financial aid programs for students and professionals",,"2018","REF 378.3025 SCHO 2018 V.2","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246857","0","REF","Scholarships, fellowships and loans : a guide to education-related financial aid programs for students and professionals",,"2018","REF 378.3025 SCHO 2018 V.3","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246865","0","REF","SAT prep plus 2019.",,"2018","REF 378.1662 SAT 2019","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246873","0","NEW-BKS","The Princeton Review : the best 382 colleges",,"2017","378.73 FRAN 2018","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246881","0","REF","1001 ways to pay for college : strategies to maximize college savings, financial aid, scholarships and grants","Tanabe, Gen S.","2017","REF 378.3809 TANA 2018","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246899","0","REF","Tractor-trailer truck driver training","Adams, Alice.","2013","REF 629.2844 ADAM","600","620","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246907","2","BHDESK","Saunders comprehensive review for the NCLEX-PN examination","Silvestri, Linda Anne","2019","RDESK 610.7307 SILV","600","610","0","0","25.00","2019-02-22","2019-04-29"
"OCRL-DUBLN","31040002246915","0","REF","Barron's PSAT/NMSQT","Green, Sharon 1939-","2018","REF 378.1662 GREEN PSAT 2019","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246923","0","REF","GED preparation 2018-2019 : all subjects study questions : 3 full-length GED practice tests for GED test prep 2018 & 2019",,"2018","REF 373.1262 GED 2018-2019","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246931","0","BHDESK","GED preparation 2018-2019 : all subjects study questions : 3 full-length GED practice tests for GED test prep 2018 & 2019",,"2018","RDESK 373.1262 GED 201-2019","300","370","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246949","0","NEW-BKS","How to build dry-stacked stone walls","Shaw-Rimmington, John","2016","693.1 SHAW","600","690","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246956","5","NEW-BKS","Letters of Note : an eclectic collection of correspondence deserving of a wider audience",,"2017","808.86 LETT","800","800","0","0","25.00","2019-02-22","2019-05-08"
"OCRL-DUBLN","31040002246964","0","NEW-BKS","The connected child : bring hope and healing to your adoptive family","Purvis, Karyn B. (Karyn Brand)","2007","649.145 PURV","600","640","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246972","0","NEW-BKS","Wounded children, healing homes : how traumatized children impact adoptive and foster families","Schooler, Jayne E.","2009","362.73 SCHO","300","360","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002246980","1","NEW-BKS","Natural hospital birth : the best of both worlds","Gabriel, Cynthia","2018","618.2 GABR","600","610","0","0","25.00","2019-02-22","2019-04-15"
"OCRL-DUBLN","31040002246998","0","NEW-BKS","The foster parenting manual : a practical guide to creating a loving, safe, and stable home","DeGarmo, John 1969-","2013","306.874 DEGA","300","300","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002247004","2","NEW-BKS","The woman behind the New Deal : the life of Frances Perkins, FDR's Secretary of Labor and his moral conscience","Downey, Kirstin.","2009","92 PERK","000","090","1","0","25.00","2019-02-22","2019-06-19"
"OCRL-DUBLN","31040002247012","0","NONFIC","Fireflies, glow-worms, and lightning bugs : identification and natural history of the fireflies of the eastern and central United States and Canada","Faust, Lynn Frierson","2017","595.7644 FAUS","500","590","0","0","25.00","2019-02-22","2019-06-18"
"OCRL-DUBLN","31040002247020","1","NEW-BKS","The miracle morning for addiction recovery : letting go of who you've been for who you can become","Elrod, Hal 1979-","2018","616.8606 ELRO","600","610","0","0","25.00","2019-02-22","2019-05-09"
"OCRL-DUBLN","31040002247038","0","NEW-BKS","The miracle morning for entrepreneurs : elevate yourself to elevate your business","Elrod, Hal 1979-","2016","650.1 ELRO","600","650","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002247053","2","NEW-BKS","Nashville : scenes from the New American South","Patchett, Ann","2018","917.6855 PATC","900","910","0","0","25.00","2019-02-22","2019-04-30"
"OCRL-DUBLN","31040002247061","0","NEW-BKS","Magic : the complete course","Jay, Joshua.","2008","793.8 JAY","700","790","0","0","25.00","2019-02-22","2019-02-28"
"OCRL-DUBLN","31040002247087","2","NEW-BKS","Power of habit : why we do what we do in life and business","Duhigg, Charles","2014","158.1 DUHI","100","150","1","0","25.00","2019-02-22","2019-06-18"
"OCRL-DUBLN","31040002247095","9","NEW-BKS","The perfect alibi","Margolin, Phillip","2019","FIC MARG",,,"1","0","25.00","2019-02-22","2019-06-19"
"OCRL-DUBLN","31040002247103","6","NEW-BKS","Us : a novel","Nicholls, David 1966-","2014","FIC NICH",,,"1","0","25.00","2019-02-22","2019-06-28"
"OCRL-DUBLN","31040002247111","7","NEW-BKS","The Malta exchange : a novel","Berry, Steve 1955-","2019","FIC BERR",,,"1","0","25.00","2019-02-22","2019-06-22"
"OCRL-DUBLN","31040002247129","2","NEW-BKS","American war","El Akkad, Omar 1982-","2017","FIC ELAK",,,"1","0","25.00","2019-02-22","2019-06-27"
"OCRL-DUBLN","31040002247137","2","NEW-BKS","The girl in the tower : a novel","Arden, Katherine","2018","SF ARDE",,,"0","0","25.00","2019-02-22","2019-05-24"
"OCRL-DUBLN","31040002247970","1","FIC","The fiddler","Lewis, Beverly 1949-","2012","FIC LEWI",,,"1","0","5.00","2019-02-26","2019-06-20"
"OCRL-DUBLN","31040002248101","0","JUV","North to Benjamin","Cumyn, Alan 1960-","2018","J CUMY",,,"0","0","25.00","2019-02-27","2019-02-28"
"OCRL-DUBLN","31040002248655","0","LG-PRNT","The Orchid house","Riley, Lucinda","2012","LP FIC RILE",,,"0","0","25.00","2019-02-26","2019-02-27"
"OCRL-DUBLN","31040002248663","2","FIC","The castaways : a novel","Hilderbrand, Elin.","2009","FIC HILD",,,"1","0","5.00","2019-02-26","2019-06-24"
"OCRL-DUBLN","31040002248671","0","SCIFI","Doctor Who : the Christmas invasion","Colgan, Jenny","2018","SF COLG",,,"0","0","25.00","2019-02-26","2019-02-27"
"OCRL-DUBLN","31040002248689","3","SCIFI","Twice upon a time","Cornell, Paul","2018","SF CORN",,,"0","0","25.00","2019-02-26","2019-05-02"
"OCRL-DUBLN","31040002248697","0","YA","Children of Jubilee","Haddix, Margaret Peterson","2018","YA HADD",,,"0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248705","1","JUV","Inkling","Oppel, Kenneth 1967-","2018","J OPPE",,,"1","0","25.00","2019-02-27","2019-06-25"
"OCRL-DUBLN","31040002248713","2","JUV","Emily Windsnap and the castle in the mist","Kessler, Liz.","2008","J KESS",,,"1","0","25.00","2019-02-27","2019-06-25"
"OCRL-DUBLN","31040002248721","3","JUV","Wundersmith : the calling of Morrigan Crow","Townsend, Jessica","2018","J TOWN",,,"1","0","25.00","2019-02-27","2019-06-26"
"OCRL-DUBLN","31040002248739","3","JUV","Knights vs. dinosaurs","Phelan, Matt","2018","J PHEL",,,"0","0","25.00","2019-02-27","2019-04-30"
"OCRL-DUBLN","31040002248747","0","JUV","Owen and Eleanor make things up","Bouwman, H. M.","2018","J BOUW",,,"0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248754","1","JUV","The big game","Green, Tim 1963-","2018","J GREE",,,"1","0","25.00","2019-02-27","2019-06-19"
"OCRL-DUBLN","31040002248762","2","JUV","The stinky truth","Berger, Joe 1970-","2018","J BERG",,,"0","0","25.00","2019-02-27","2019-04-09"
"OCRL-DUBLN","31040002248770","0","JUV","Pizza party","English, Karen","2018","J ENGL",,,"0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248788","2","EASY-READER","Click, clack, peep!","Cronin, Doreen","2019","E CRON",,,"1","0","25.00","2019-02-27","2019-06-22"
"OCRL-DUBLN","31040002248796","3","NONFIC","Psycho-Cybernetics : updated and expanded","Maltz, Maxwell 1899-1975","2015","158.1 MALT","100","150","1","0","25.00","2019-02-27","2019-06-21"
"OCRL-DUBLN","31040002248804","4","YA","Tyler Johnson was here","Coles, Jay","2018","YA COLE",,,"1","0","25.00","2019-02-27","2019-06-18"
"OCRL-DUBLN","31040002248812","4","NONFIC","Seriously good freezer meals : 150 easy recipes to save your time, money & sanity","Truman, Karrie","2018","641.6153 TRUM","600","640","1","0","25.00","2019-02-27","2019-06-19"
"OCRL-DUBLN","31040002248820","7","NEW-BKS","Paul : a biography","Wright, N. T. (Nicholas Thomas)","2018","92 PAUL","000","090","1","0","25.00","2019-02-27","2019-06-27"
"OCRL-DUBLN","31040002248838","0","NEW-BKS","The perfect puppy : how to raise a well-behaved dog","Bailey, Gwen.","2017","636.7088 BAIL","600","630","0","0","25.00","2019-02-27","2019-04-13"
"OCRL-DUBLN","31040002248846","0","NEW-BKS","Practical statistics for data scientists : 50 essential concepts","Bruce, Peter C. 1953-","2017","001.422 BRUC","000","000","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248853","4","NEW-BKS","Milk! : a 10,000-year food fracas","Kurlansky, Mark","2018","637.109 KURL","600","630","1","0","25.00","2019-02-27","2019-06-17"
"OCRL-DUBLN","31040002248861","0","NEW-BKS","The rise and fall of the dinosaurs : a new history of a lost world","Brusatte, Stephen","2018","567.9 BRUS","500","560","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248879","0","JUV","Predators collection.",,"2013","J 591.53 PRED","500","590","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248887","0","JUV","Planet Earth collection : readers that grow with you",,"2014","J 551.55 PLAN","500","550","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248895","0","EASY-READER","Let's play! collection : readers that grow with you : 4 books in one!",,"2017","E 591.392 LETS","500","590","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248903","0","JUV","Cutest animals collection.",,"2014","J 590 CUTE","500","590","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248911","0","JUV","Things that go! collection : readers that grow with you",,"2015","J 629.046 THIN","600","620","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248929","0","JUV","Ocean animals collection.",,"2015","J 591.77 OCEA","500","590","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248937","0","JUV","Developing the Bill of Rights","Mara, Wil","2018","J 342.7303 MARA","300","340","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248945","0","JUV","The American Revolution","MacCarald, Clara 1979-","2018","J 973.3 MACC","900","970","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248952","3","JUV","Creating the constitution","Mara, Wil","2018","J 342.73 MARA","300","340","0","0","25.00","2019-02-27","2019-04-02"
"OCRL-DUBLN","31040002248960","9","NEW-BKS","Ginny Moon","Ludwig, Benjamin 1974-","2017","FIC LUDW",,,"0","0","25.00","2019-02-27","2019-06-25"
"OCRL-DUBLN","31040002248978","5","NEW-BKS","We are water : a novel","Lamb, Wally","2013","FIC LAMB",,,"0","0","25.00","2019-02-27","2019-06-10"
"OCRL-DUBLN","31040002248986","0","JUV","Establishing the American Colonies","Omoth, Tyler","2017","J 973.2 OMOT","900","970","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002248994","0","JUV","Establishing the judicial branch","MacCarald, Clara 1979-","2017","J 347.0097 MACC","300","340","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249000","0","JUV","Establishing the legislative branch","Omoth, Tyler","2017","J 328.34 OMOT","300","320","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249018","1","JUV","George Washington and the American presidency","Regan, Michael","2018","J 973.41 REGA","900","970","0","0","25.00","2019-02-27","2019-03-26"
"OCRL-DUBLN","31040002249026","0","JUV","Writing the Declaration of Independence","Mara, Wil","2017","J 973.313 MARA","900","970","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249034","0","JUV","Extreme planet : Carsten Peter's adventures in volcanoes, caves, canyons, deserts, and beyond!","Peter, Carsten","2015","J 551 PETE","500","550","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249042","0","JUV","Extreme wildfire : smoke jumpers, high-tech gear, survival tactics, and the extraordinary science of fire","Thiessen, Mark (Photographer)","2016","J 363.37 THIE","300","360","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249059","1","JUV","Benedict Arnold : hero or enemy spy?","Derr, Aaron","2018","J 92 ARNO",,,"0","0","25.00","2019-02-27","2019-03-26"
"OCRL-DUBLN","31040002249067","0","JUV","Harriet Tubman : Union spy","Cipriano, Jeri S.","2018","J 92 TUBM",,,"0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249075","0","JUV","Moe Berg : spy catcher","Cipriano, Jeri S.","2018","J 92 BERG",,,"0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249083","0","JUV","Nathan Hale : America's first spy","Derr, Aaron","2018","J 92 HALE",,,"0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249109","0","NEW-BKS","American Eden : David Hosack, botany, and medicine in the garden of the early republic","Johnson, Victoria 1969-","2018","580.973 JOHN","500","580","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249117","0","NEW-BKS","The space barons : Elon Musk, Jeff Bezos, and the quest to colonize the cosmos","Davenport, Christian","2018","338.7629 DAVE","300","330","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249125","1","NEW-BKS","The Lyme solution : a 5-part plan to fight the inflammatory auto-immune response and beat Lyme disease","Ingels, Darin","2018","616.9246 INGE","600","610","0","0","25.00","2019-02-27","2019-04-13"
"OCRL-DUBLN","31040002249133","1","NEW-BKS","Song of blood and stone","Penelope, L. 1978-","2018","SF PENE",,,"0","0","25.00","2019-02-27","2019-04-18"
"OCRL-DUBLN","31040002249141","0","FIC","Bring me back","Paris, B. A.","2018","FIC PARI",,,"0","0","5.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249158","3","NEW-BKS","Only human","Neuvel, Sylvain 1973-","2018","SF NEUV",,,"0","0","25.00","2019-02-27","2019-03-22"
"OCRL-DUBLN","31040002249166","0","NEW-BKS","Preschool clues : raising smart, inspired, and engaged kids in a screen-filled world","Santomero, Angela C.","2018","305.233 SANT","300","300","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249174","1","NEW-BKS","The perfectionists : how precision engineers created the modern world","Winchester, Simon","2018","620.009 WINC","600","620","0","0","25.00","2019-02-27","2019-05-02"
"OCRL-DUBLN","31040002249182","2","NEW-BKS","Reading smart",,"2016","428.4 READ","400","420","1","0","25.00","2019-02-27","2019-06-17"
"OCRL-DUBLN","31040002249190","0","NONFIC","Menopause confidential : a doctor reveals the secrets to thriving through midlife","Allmen, Tara","2016","618.175 ALLM","600","610","0","0","25.00","2019-02-27","2019-03-05"
"OCRL-DUBLN","31040002249208","0","NONFIC","Doodle Stitching : Embroidery & Beyond : Crewel, Cross Stitch, Sashiko & More","Ray, Aimée 1976-","2013","746.44 RAY","700","740","0","0","25.00","2019-02-28","2019-06-18"
"OCRL-DUBLN","31040002249216","1","NONFIC","Cute crochet world : a little dictionary of crochet critters, folks, food & more","Thompson, Suzann.","2014","746.434 THOM","700","740","0","0","25.00","2019-02-28","2019-06-18"
"OCRL-DUBLN","31040002249232","0","NEW-BKS","African American doctors of World War I : the lives of 104 volunteers","Fisher, W. Douglas 1938-","2015","940.4757 FISH","900","940","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249240","0","NONFIC","Poetics and, Rhetoric","Aristotle.","2005","808.2 ARIS","800","800","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249257","0","NEW-BKS","I can't breathe : a killing on Bay Street","Taibbi, Matt","2017","363.232 TAIB","300","360","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249265","0","NEW-BKS","Braving the wilderness : the quest for true belonging and the courage to stand alone","Brown, Brené","2017","305.8 BROW","300","300","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249273","0","JUV","Endangered places","Ganeri, Anita 1961-","2018","J 363.69 GANE","300","360","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249281","0","JUV","Endangered plants","Ganeri, Anita 1961-","2018","J 581.68 GANE","500","580","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249299","0","JUV","Endangered Animals","Ganeri, Anita 1961-","2018","J 591.68 GANE","500","590","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249307","0","JUV","Endangered people","Ganeri, Anita 1961-","2018","J 305.8 GANE","300","300","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249315","0","FIC","Better off read","Page, Nora","2018","FIC PAGE",,,"0","0","5.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249323","0","FIC","Longbourn","Baker, Jo","2014","FIC BAKE",,,"0","0","5.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249331","0","FIC","The bishop's wife","Harrison, Mette Ivie 1970-","2014","FIC HARRI",,,"0","0","5.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249349","1","NONFIC","Dimestore","Smith, Lee 1944-","2017","92 SMIT","000","090","0","0","25.00","2019-02-28","2019-05-03"
"OCRL-DUBLN","31040002249356","0","FIC","Mermaids in paradise : a novel","Millet, Lydia 1968-","2015","FIC MILL",,,"0","0","5.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249364","0","FIC","The cartographer of no man's land","Duffy, P. S.","2013","FIC DUFF",,,"0","0","5.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249372","0","FIC","In the company of Sherlock Holmes : stories inspired by the Holmes canon",,"2014","FIC INCO",,,"0","0","5.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249380","2","NEW-BKS","Beneath the sugar sky","McGuire, Seanan","2018","SF MCGU",,,"0","0","25.00","2019-02-28","2019-05-01"
"OCRL-DUBLN","31040002249398","0","FIC","Full throttle","Walker, Julie Ann","2014","FIC WALK",,,"0","0","5.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249406","0","FIC","Second chances at love","Hodges, Cheris F.","2006","FIC HODG",,,"0","0","5.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249414","0","NONFIC","Traveling light : releasing the burdens you were never intended to bear","Lucado, Max.","2001","242 LUCA","200","240","0","0","25.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249422","1","FIC","Need you now","Wiseman, Beth 1962-","2012","FIC WISE",,,"0","0","5.00","2019-02-28","2019-04-08"
"OCRL-DUBLN","31040002249430","3","FIC","The things we do for love","Hannah, Kristin.","2010","FIC HANN",,,"1","0","5.00","2019-02-28","2019-06-28"
"OCRL-DUBLN","31040002249448","0","FIC","Safe haven","Schmidt, Anna 1943-","2014","FIC SCHM",,,"0","0","5.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249455","0","FIC","My brother's crown","Clark, Mindy Starns.","2015","FIC CLAR",,,"0","0","5.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249463","0","FIC","The art of romance","Dacus, Kaye 1971-","2011","FIC DACU",,,"0","0","5.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249471","0","FIC","Love remains","Dacus, Kaye 1971-","2010","FIC DACU",,,"0","0","5.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249489","2","FIC","Fireproof","Wilson, Eric (Eric P.)","2008","FIC WILS",,,"1","0","5.00","2019-02-28","2019-06-24"
"OCRL-DUBLN","31040002249497","0","FIC","The war reporter : a novel","Fletcher, Martin 1947-","2015","FIC FLET",,,"0","0","5.00","2019-02-28","2019-03-01"
"OCRL-DUBLN","31040002249505","0","FIC","The resurrection of Joan Ashby : a novel","Wolas, Cherise","2017","FIC WOLA",,,"0","0","5.00","2019-02-28","2019-03-02"
"OCRL-DUBLN","31040002249513","2","LG-PRNT","Then we take Berlin","Lawton, John 1949-","2014","LP FIC LAWT",,,"0","0","25.00","2019-02-28","2019-05-30"
"OCRL-DUBLN","31040002249521","1","JUV","Brachiosaurus vs. giraffe","Braun, Eric 1971-","2018","J 567.9138 BRAU","500","560","1","0","25.00","2019-02-28","2019-06-26"
"OCRL-DUBLN","31040002249539","0","JUV","Dung beetle vs. elephant","Braun, Eric 1971-","2018","J 590.2 BRAU","500","590","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249547","0","JUV","Corpse flower vs. Venus flytrap","Braun, Eric 1971-","2018","J 581 BRAU","500","580","0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249554","1","JUV","Cheetah vs. tortoise","Braun, Eric 1971-","2018","J 590.2 BRAU","500","590","1","0","25.00","2019-02-28","2019-06-24"
"OCRL-DUBLN","31040002249562","1","JUV","Great white shark vs. mosquito","Braun, Eric 1971-","2018","J 590.2 BRAU","500","590","0","0","25.00","2019-02-28","2019-06-13"
"OCRL-DUBLN","31040002249570","1","JUV","Tyrannosaurus rex vs. rhinoceros","Braun, Eric 1971-","2018","J 567.9129 BRAU","500","560","1","0","25.00","2019-02-28","2019-06-24"
"OCRL-DUBLN","31040002249588","3","JUV","Mike Trout","Machajewski, Sarah","2018","J 92 TROU",,,"0","0","25.00","2019-02-28","2019-06-20"
"OCRL-DUBLN","31040002249596","0","JUV","Bryce Harper","Corso, Phil","2019","J 92 HARP",,,"0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249604","0","JUV","Connor McDavid","Corso, Phil","2019","J 92 MCDA",,,"0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249612","0","JUV","Giannis Antetokounmpo","Machajewski, Sarah","2019","J 92 ANTE",,,"0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249620","0","JUV","Elena Delle Donne","Kawa, Katie","2019","J 92 DELL",,,"0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249638","0","JUV","Derek Carr","Lane, Paul","2019","J 92 CARR",,,"0","0","25.00","2019-02-28","2019-03-05"
"OCRL-DUBLN","31040002249646","11","LEASE","Silent night : a novel","Steel, Danielle","2019","FIC STEE",,,"1","0","25.00","2019-02-28","2019-06-24"
"OCRL-DUBLN","31040002249653","6","LEASE","The man with no face","May, Peter 1951-","2019","FIC MAY",,,"0","0","25.00","2019-02-28","2019-06-03"
"OCRL-DUBLN","31040002249661","8","LEASE","The huntress : a novel","Quinn, Kate","2019","FIC QUIN",,,"1","0","25.00","2019-02-28","2019-06-25"
"OCRL-DUBLN","31040002249687","7","LEASE","The border","Winslow, Don 1953-","2019","FIC WINS",,,"1","0","25.00","2019-02-28","2019-06-20"
"OCRL-DUBLN","31040002249695","8","LEASE","Cemetery Road : a novel","Iles, Greg","2019","FIC ILES",,,"0","0","25.00","2019-02-28","2019-06-28"
"OCRL-DUBLN","31040002249703","4","LEASE","The island of sea women : a novel","See, Lisa","2019","FIC SEE",,,"0","0","25.00","2019-02-28","2019-05-21"
"OCRL-DUBLN","31040002249711","10","LEASE","A justified murder","Deveraux, Jude","2019","FIC DEVE",,,"1","0","25.00","2019-02-28","2019-06-28"
